smiles,output,n_atom
CC1C2COC(C2)C1C,-3.476983,23
NC(=O)C(CC=O)C=O,-2.558383,16
O=CC1CCC=CC=C1,-3.077067,19
CCC1(C)N2CC2C1=O,-3.051244,20
COC1=C2CCN2N=N1,-2.444892,16
CC12CC1C(CO)C2=O,-2.9644500000000003,19
CC12OCCC1NC2=O,-2.82208,18
CC#CCC1CN1C=O,-2.835013,18
CC1=CNN=C1C1CN1,-2.785027,18
CCOC1C(O)C1CC,-3.339403,23
C1CC11C=C2CN3C2C13,-2.8244759999999998,18
OC1C2NCC(=O)C12,-2.342432,15
OCC1OCCC11CC1,-3.159823,21
FC1=NC=NC(F)=C1F,-1.7595,10
CC1C2C(C)OC(=O)N12,-2.811859,18
CC(=O)NCC#CC#N,-2.502339,15
CC1CNC2=CN=NN12,-2.598192,17
CC1C(O)C(C)C1C=O,-3.173349,21
NC(=O)CC1CN=CO1,-2.654927,17
OC1(C#N)C2C3NC1C23,-2.439284,15
CC12CC1C1CC21C=O,-3.004562,19
CC(O)C1CCC1=NO,-2.940131,20
CC(=O)C12CC1C1NC21,-2.809796,18
OC1(C=O)C2C3NC3C12,-2.510463,16
OC1C(OC1C#N)C#N,-2.201981,13
C1OCC11OCC2NC12,-2.740058,18
CCCC(=O)C(C)OC,-3.377768,23
CC(=O)C1(O)CC1O,-2.450159,16
C#CC1CC=CC2CN12,-2.900238,18
CC(C)(OC=N)C#N,-2.458253,16
N#CC1NC2CCCC12,-2.982882,19
CC12CC(C)(C=C1)C2=O,-3.062759,19
CCC(O)CC(O)CC,-3.582872,25
CCC1NC(C)(C)C1=O,-3.279597,22
CCC1C(C)C1CC,-3.490696,24
CC(O)C(O)(C#N)C#N,-2.427489,15
O=C1NCC11OCC=C1,-2.605447,16
NC(=O)C1=NOC=C1N,-2.245778,14
C#CC1OC11CCOC1,-2.717093,17
CC#CC1OC1C(N)=O,-2.573643,16
NC1C2C3CN2C13C#N,-2.504824,16
OCC12C3OC1COC23,-2.632238,17
CC1C=CC(O)C1C,-3.033387,20
CCC1CCCC1O,-3.236678,22
CC1(O)CC(=O)C1CO,-2.897833,19
C#CC12CC1CCCO2,-3.008444,19
OCC1COC(O1)C#C,-2.645223,17
CC12CC1OC(=N)CN2,-2.8738770000000002,19
CC(C)C1C=CCC1=O,-3.293129,21
CN1N=CC2=C1OC=N2,-2.309831,14
C#CC#CC1(CN1)C#N,-2.294128,13
NC1=CN=CC=N1,-1.954806,12
CC1(O)COC(CO)C1,-3.098128,21
CC1CC2(CC2C#N)C1,-3.154525,20
OC1C=CC2NC1C2=O,-2.582472,16
OCCC1=CCOCC1,-3.172951,21
CC1(C)N=COC1CO,-3.01068,20
N#CC1=NC2CC3C2N13,-2.360281,14
CC(CC1CO1)C#N,-2.628727,17
OC1CC1C#CCC#C,-2.773755,17
CC(C)C1=CNN=N1,-2.554054,17
CC(N)(C#N)C1COC1,-2.879139,19
OCC1CCN1CC#N,-2.87491,19
CCC1=CC=CN1,-2.514771,16
CCC1OC1C(O)CO,-3.062061,21
CC(=O)C12CCC1(C)O2,-2.964678,19
CC(COCC#C)=NO,-2.698414,18
CN1CCCC(=O)C1=O,-2.835954,18
OC1CC2CC1OC2=N,-2.823699,18
CC(=O)COC(=O)CO,-2.648236,17
C1C2C3COC1C23,-2.345122,15
N#CC1OC2C3NC2C13,-2.436598,15
CC1=CCC2COCC12,-3.2819570000000002,21
O=C1CCC2NC12,-2.196678,14
C#CC12CC(C1)C1OC21,-2.783902,17
CCC1(O)CC11CCC1,-3.43192,23
CNC(CC#N)C1CN1,-2.9593800000000003,20
O=CC12CNC1=NCC2,-2.675057,17
NC1=C(F)C(F)=NC=C1,-2.191666,13
CC1(C)C2CN2C1=O,-2.619084,17
CC(=O)C1N=CN2CC12,-2.68729,17
OC1C2OCC1(O)C=C2,-2.689515,17
OC1CC(OC=O)C1=O,-2.416894,15
CC1=COC(=O)C(N)=C1,-2.650621,16
O=CC1CN2C(C#N)C12,-2.459186,15
CC12CC(C=C1)C2(C)C,-3.52382,23
O=C1CN2CCC=CC12,-2.86972,18
N=C1OCC2C3CC2C13,-2.849728,18
OC1C2C3C1CC23O,-2.47946,16
OC1CCC(CC#N)C1,-3.113789,20
O=CC(=O)N1CC=CC1,-2.623601,16
CCC(C=O)C#CC,-2.802492,18
OCC12CC3C(CO1)C23,-2.948003,19
N#CC1CC=CC11CC1,-2.977863,18
N=CNC(=N)C#N,-1.741355,11
CN1C(=N)OCC1=O,-2.220235,14
CC(C=O)C1C(C)C1O,-3.168298,21
CC12C=CC3(C)C1CN23,-3.095241,20
CC12C3OC1C3OC2=N,-2.543438,16
OC1CCC(C=O)C1O,-2.911174,19
C1C=C2C3C4C3C2C14,-2.5859959999999997,16
CC1COC(=O)C1(C)C,-3.232384,21
C#CC1OCC2CC1O2,-2.714561,17
CCCC(O)C(=O)OC,-3.122054,21
C12C3C1N1C4C1C3C24,-2.4468,15
CC12CC3C1C1(CC1)N23,-3.052041,20
CC1(CC(O)CO)CO1,-3.066837,21
CC1N2C3CC1(C)C23C,-3.311837,22
OCC(O)C1(O)COC1,-2.778696,19
NC1=NOC2=C1OCC2,-2.372855,15
O=CN1CCC2(CC2)C1,-3.091232,20
CC1CC2CCC1(O)C2,-3.493963,23
CCCC#CCC=O,-2.79906,18
CCCC1C2OC1C=C2,-3.213243,21
C1OC2COC12,-1.794179,12
NC(=O)C12CC1C(=O)N2,-2.424966,15
OCCN1C=NN=N1,-2.053117,14
CN1C2C1C(=O)C2O,-2.301983,15
NC(=O)C1COC(=N)O1,-2.375073,15
O=C1COC(C1)C#C,-2.313914,14
COC1C2OCC2C1=O,-2.640989,17
CC1=C(N)OC(O)=C1O,-2.527484,16
C1CC11CCN=COC1,-3.060603,20
O=CC12CCC1C1OC21,-2.719068,17
CC12CC(O)C1(O)C2O,-2.8580069999999997,19
CC1C2C3CC3(C)C12C,-3.510294,23
CCC1C2OC2C1C,-2.9789529999999997,20
C1OCC2=C1NC=C2,-2.4520239999999998,15
N#CC1(COCO1)C#N,-2.213064,13
CC1CC11CC(C1)C=O,-3.240454,21
CN=C(N)C1=CN=NO1,-2.291784,15
CC(=O)C1CC=CC1=O,-2.830217,17
OC1(CC#C)COC1,-2.478359,16
CC1=NOC(C#N)=C1C,-2.506095,15
COC(C)(CO)C(C)C,-3.5645759999999997,25
CC(O)C1(C)CC2OC12,-3.139315,21
CC(C#C)C1(CC1)C#N,-2.9348609999999997,18
CC1(O)C=CCOC1=O,-2.731941,17
CC1OCC1(C)C,-2.764469,19
OCC12CC(=O)C1C2O,-2.673683,17
CCN=C1COC(=O)O1,-2.555705,16
CCCCC(OC)C#N,-3.277952,22
NC(=O)C1OC2CC1C2,-2.808261,18
CN=C1OC=C(O1)C=O,-2.3114369999999997,14
O=C1CC2(C1)CCC=C2,-3.07839,19
OC1C2CC(=O)NC12,-2.372356,15
C1C2CC3=CCCOC123,-3.020803,19
CCC(=O)C1=CNC=N1,-2.751683,17
CC#CC1CC2NC12,-2.642222,17
CC1=C(ON=C1)C1CN1,-2.655769,17
C1OC1C12OC1C1OC21,-2.357636,15
OC1C2CC3OC1OC23,-2.6913679999999998,17
CC12OC3C4C3C1(O)C24,-2.718893,17
CC1OC1C1CCCO1,-3.154524,21
O=C(CC#C)C#C,-1.917471,11
CC12CC1(C)C(=N)O2,-2.615665,17
N#CCOC1=CON=C1,-2.179067,13
O=CC12CC3C1N3C2,-2.370504,15
NC12C(O)C1CC2C#N,-2.6730140000000002,17
CC1OC2CC2(C)O1,-2.718726,18
CC1NC1C(O)CC=O,-2.971564,20
N=C1NC(=O)C2OC12,-1.9854129999999999,12
CC1=C2CCN2N=C1N,-2.773235,18
O=CC1OC1CC#N,-2.144127,13
CC1(CCC(=O)N1)C#C,-2.895263,18
C#CCCC1=NNC=C1,-2.7643,17
CC#CC1OCC1(C)O,-2.929092,19
NC1=CC(=O)C2(CN2)C1,-2.71226,17
CC1(O)CC1(C)C=O,-2.734925,18
CCC1C=CC(=O)C1=O,-2.812758,17
CC(CCO)C(=O)CO,-3.102181,21
OC1CCC11CCC1,-2.99464,20
CN1CC11CC2CC12C,-3.296767,22
OCC1OC2CC=CC12,-2.9671529999999997,19
CC1CC2OC2C1C=O,-2.97711,19
CCOC(=O)NC=N,-2.399409,16
CCC(C)OC=O,-2.518284,17
N=C1OCC(=O)CO1,-2.081253,13
C1C2OCC=CC1C=C2,-3.064077,19
CC1(COC1)C(N)C#N,-2.874577,19
N=COC1CNC1C#N,-2.479571,16
CC(O)C1OC(=N)C1N,-2.797681,19
CN1CC(=O)CC1C#N,-2.712054,17
NC1(C#N)C2CC=CC12,-2.784147,17
O=CCCCCCC=O,-3.190076,21
OC12CC3OC1C23C=O,-2.426385,15
COC=NC(C=O)C#C,-2.540582,16
C#CC1=CC2(CO2)CC1,-2.822108,17
OC1C(O)C11OC2CC12,-2.606958,17
NC(C=O)=NC1CCC1,-2.890466,19
COC1(C)C(C)OC1=O,-2.905979,19
CC1C2CC1C(C)C2,-3.300406,22
CC1CC1C1=CCOC1,-3.240707,21
CC(C#C)C(=N)NC=O,-2.690233,17
CC(C)C1C(O)C1C#C,-3.21517,21
COC1=C(N)NC(=O)O1,-2.349508,15
C#CC12CCC1(O2)C#N,-2.414517,14
N#CCCN=C1CCO1,-2.696021,17
CC#CC12CC1CC2,-2.848048,18
O=CC1NC(=O)CC=C1,-2.639716,16
CN=C(OCC#N)C#C,-2.456672,15
OCCNCC(=O)C=O,-2.696987,18
CC(C#C)C1(C)CCC1,-3.5077439999999998,23
CC(CNC=O)C#N,-2.492813,16
N=C1COCC=CCO1,-2.764399,18
CN1CCCN(C)C1=O,-3.127609,21
CC(CO)OC(C)C#C,-3.128908,21
CC1COC2CC2(C)C1,-3.450075,23
N#CC12CC3NC1C3N2,-2.555802,16
CC1CCC1C(O)C#N,-3.078097,20
OCC1=C(C=O)N=CN1,-2.447845,15
OC1CC2COC1OC2,-2.90355,19
CC12COC(C1O)C2O,-2.873536,19
CC1NC2C(O)C2C1=O,-2.789225,18
OC1(CC#N)CCC1,-2.647053,17
CC(=O)C1CC2(C)OC12,-2.957315,19
CC1=CN=C(N1)C#N,-2.206208,13
NC=[NH+]C1=C(O)N=N[N-]1,-2.097042,14
CC1C2CC1C2C#C,-2.821673,18
CC12CC1(O)C(=O)C2,-2.524587,16
CCOC(=O)CC1CO1,-2.895,19
C1C2OC1C1CCC2C1,-3.248307,21
COC(=O)C12CCC1N2,-2.771951,18
C(C1CN1)C1=NNN=C1,-2.577695,17
OC1CC11C2CC2C1=O,-2.74158,17
CCC1(O)CC1N1CC1,-3.221462,22
CC(=O)C(C)(C)OC=N,-3.007993,20
CC1C2C(=O)CC12C#C,-2.8193159999999997,17
CN1C(C)=CC(O)C1=O,-2.831902,18
CNC12CC1COC2=O,-2.806009,18
OCC1C2CC1C1CC21,-3.215196,21
C1C2CC11C=CCN21,-2.630396,17
CNC(C#N)C(=O)CO,-2.613196,17
CN=C1NN=NC(C)=N1,-2.386497,16
CCN1C(=N)CNC1=O,-2.770665,18
O=CN1CC1CC#C,-2.385971,15
OC1CCC2(CC2)C1=O,-2.997687,19
CN=C1CCOCO1,-2.547199,17
OC12C3CC1(CC23)C#N,-2.641644,16
CCCC1=NOC(C)=N1,-2.90752,19
CC(=O)CC1OCC1O,-2.882405,19
CCCC(=N)NC(N)=O,-2.958187,20
COC1C(CO)OC1=N,-2.680856,18
CC1NC(C)C1=NO,-2.585835,18
CC12CN1C1(CO)CC21,-2.989784,20
CC1C2(C)CC1(CO)O2,-3.120413,21
OC1=NNC(=N1)C1CC1,-2.526502,16
CC1OC=NC11CC1,-2.635395,17
CN1C2CC1C2(C)O,-2.7452170000000002,19
OC1CNCC(=C1)C#N,-2.708802,17
C1CC2(O1)C1C3CC2N13,-2.794308,18
CC1OC(C)(C)C1(C)C,-3.661721,25
CC(OC=N)C(N)=O,-2.397658,16
CC1C2COC1C(C)=C2,-3.269138,21
OC12CC3C(C1)C23,-2.326953,15
CC(O)C(=O)OCCO,-2.834623,19
CCCC1CC(O)C1O,-3.365226,23
NC1=C2N=CNC2=NO1,-2.115504,13
C1C2C1C1CCCC2O1,-3.2537089999999997,21
CC1C2=CCN3C2C13C,-3.048696,20
NC(=O)CN1N=CC=N1,-2.352305,15
CN1CC2OCCN=C12,-2.860126,19
CC#CC(C)C(C)=O,-2.813393,18
C#CCCC1(CN1)C#N,-2.7298169999999997,17
CCCC1(CO1)C#N,-2.626478,17
CCC1C2OC2C1=O,-2.50296,16
C1NC2C3OC12C1NC31,-2.564543,17
CN1C2CC(C)(O)CC12,-3.255269,22
CC(C)(O)C1C2CC1C2,-3.411708,23
CC(OC(C)C=O)C=O,-2.891473,19
C1NC11CCC=CC=C1,-3.147906,20
CC1C2OCCC12CO,-3.1570489999999998,21
NC(=O)C1CN1,-1.7746819999999999,12
O=CCOC=O,-1.583322,10
CN(C)C1=CC(=O)NC1,-2.923611,19
CC12CC=CC=CC1N2,-3.15103,20
OC1C2OCC=CC12,-2.507495,16
OC1CN(C1)C(=O)C=O,-2.510908,16
CC1(O)C2OC1C2C=O,-2.627293,17
C1COC2C3NC3C2O1,-2.726614,18
CC1CC2OCC2C1=O,-2.986661,19
CC(N)(C#N)C(N)C#C,-2.7656400000000003,18
CC1=CCOC1C1CC1,-3.248437,21
OC12CC1CC2N1CC1,-3.000808,20
N#CCNC1=NC=CN1,-2.447895,15
CC12OC3CN(C13)C2=O,-2.5468450000000002,16
N=CNC1=NCCC1=O,-2.536687,16
CCC1(C)OC1CO,-2.915732,20
CC1CC(C)C(O)C1,-3.239706,22
CCCC(COC)OC,-3.542424,25
CN1CCC(=O)C1C#C,-2.852154,18
C1C2OC22CC1COC2,-2.934217,19
CCC#CC(C)(N)C#N,-2.958845,19
O=CC1=NOC(=O)N1,-1.693986,10
CC(CO)C1CC1(C)C,-3.650605,25
CC(C)C(=O)N1CCC1,-3.286091,22
O=C1C=NC=CC=N1,-2.065454,12
CC(O)C#CCC(C)=O,-2.961768,19
CC1CN1C1=CC=NN1,-2.774858,18
OC12CC3CN4C1C2C34,-2.816448,18
OC12CC1(CC2)NC=O,-2.780932,18
CC12C3C1C1C3C21CO,-2.948969,19
CCC1CCOC1=O,-2.781786,18
CC1NC(=O)N(C)C1=O,-2.697729,17
O=C(C#N)C1(CO1)C#C,-2.141839,12
COC1OC2(CC2)C=C1,-2.950273,19
CC1C2C3C(N13)C21CC1,-3.075192,20
CC1(CO)CCC1O,-2.922577,20
CC1OCC11NC1CO,-2.939039,20
OCC(=N)NC(=O)CO,-2.552965,17
OCCC1CC2C(O)C12,-3.131583,21
O=CNC(=O)N1CC1,-2.18088,14
COC(=O)NCC=O,-2.303177,15
CC1C2CC1(O)C(=O)O2,-2.713733,17
CC(CO)C1CNC1=O,-3.007674,20
CN=C1CC2(CC2O)O1,-2.752868,18
CC1NC1(CO)C(N)=O,-2.821589,19
N#CC1N2CC2C11CC1,-2.723841,17
COC(C)C(=O)NC=O,-2.7381789999999997,18
CCC(CCC#N)OC,-3.280004,22
CC#CCC(N)=O,-2.199364,14
OCC1=CC(CN1)=NO,-2.572037,17
C(N1CC1)C1=CNC=C1,-2.9670259999999997,19
N=C1OCOCC2CC12,-2.779445,18
CCC1NC1C#CC#C,-2.873198,18
O=CC1N=CN2CC12,-2.233173,14
CC12CC3C1COCC23,-3.223074,21
COC1=C(CO)ON=C1,-2.466379,16
C1OCC2C3C4C3N2C14,-2.807005,18
C1CN2C1C1OCC21,-2.547736,17
OC1C2C1C(=O)N2C=N,-2.383848,15
CC12CC1(O)C1CC1C2,-3.252406,21
OCC1=CN=CC(F)=N1,-2.313231,14
CC(C)(O)C1(CN1)C#N,-2.889656,19
OCC(=O)NC1COC1,-2.701994,18
CN1C=C(C=O)N=N1,-2.065168,13
OCC#CC#CC1CN1,-2.579253,16
CCOC1C(O)C1C#N,-2.770992,18
CC1C2(O)CC1(O)C2,-2.692775,18
CC(O)(C#N)C1CC1O,-2.79148,18
C1C=CC2=C1C=NO2,-2.225919,13
C1OC11C=CC2NC12,-2.389074,15
CC1C2CC(C)CC12,-3.304498,22
C1CC11OC2CCCC12,-3.242941,21
OCCC12CC1CCO2,-3.159798,21
CC1=CC=C(N)NC1=O,-2.7669420000000002,17
NC1=NC(=NO1)C#N,-1.695566,10
OC1=NC(=O)N=C(O)O1,-1.9152619999999998,11
N=C1OCC2CC12,-2.197323,14
CC12CC3C1C2NC3=O,-2.887585,18
CC1(CC1NC=O)C#C,-2.85183,18
CN1C2C3OC3C12C=O,-2.48753,16
COCC1=CC=C(N)O1,-2.7950340000000002,18
CC1CC2(O)C1OC2=N,-2.776487,18
C1CC23CC4C(O2)C4C13,-3.027944,19
CC(=NO)C1CN1,-2.140858,15
O=CN1CC2CC1CO2,-2.8182169999999998,18
CC12CC1(CO)C1CC21,-3.216504,21
CC(C)C1(CN1)C1CO1,-3.223105,22
OCC1C2CC1C2CO,-3.110433,21
O=C1NC=NO1,-1.297452,8
CC1CCOC1(C)C#C,-3.236978,21
CC(O)C(C)(C)C=O,-2.950261,20
CC12OC3C(OC13)C2O,-2.646992,17
CCC1OC2CC12,-2.53043,17
CC(C#N)N(C=N)C=N,-2.623878,17
CC(CO)COC=N,-2.737687,19
CC1=CCC2(C)CC1O2,-3.262699,21
CCN1N=CN=C1C=O,-2.541278,16
O=C1NC2C3NC2C3O1,-2.389084,15
CC1C(C#N)N1C1CC1,-2.940346,19
CC1(C)OC2(CO)CC12,-3.139402,21
CC12CC(C1N2)N1CC1,-3.098307,21
CC12C3C4C5C(C1N45)N23,-2.6999269999999997,17
CC1OC1(C)C1CC1,-2.990159,20
CN=C1OC2CCC1C2,-3.100209,20
OC1CC2CC3C1N3C2,-3.077328,20
OC1C2CN2C2CCC12,-3.036112,20
OC1CCCC=C1C#N,-2.915569,18
CN=C1N=COC=C1F,-2.273036,14
OC1=CNC2=C1C=CC2,-2.707442,16
OC1C2C3OC3(C=O)C12,-2.430235,15
OCC1OC2CC1C2O,-2.861955,19
CCOC1C2CC(=O)C12,-2.9499139999999997,19
CNC1=CNN=N1,-1.907737,13
OC12CC1CC1CC1C2,-3.241986,21
CC1(CC11COC1)C#N,-2.852355,18
CC1(C)COCCC1=O,-3.203756,21
CC(O)C1OC(C)C1O,-3.072045,21
OC1CC2C1C2N1CC1,-3.00043,20
CC1CCC(O)C1O,-2.948978,20
OCC1(CC1)C(O)C#N,-2.787569,18
CC1CC23CC(O2)C13C,-3.137003,21
CC(O)C1OCC1O,-2.627688,18
CC(C)OC1CCC1,-3.199236,22
CC1=C(ON=C1)N1CC1,-2.647191,17
CC(C)C(C)OCC#C,-3.416355,23
CCC12CC1C1CC21O,-3.185976,21
CC1(C)NC1C1(O)CC1,-3.24037,22
OC1CCCC11CN1,-2.819951,19
CC12CC(N1)C=C2C#N,-2.754142,17
CCC1=CCCCC1C,-3.769726,25
OCCCC(=O)C1CC1,-3.174877,21
CC1(C)OCCN2CC12,-3.247908,22
CCC1=CN=NC=N1,-2.3568569999999998,15
CC1CC(C1)C(O)C#N,-3.079279,20
O=C1C2NC3CC2NC13,-2.683727,17
CC1C(=N)OC1(C)C=O,-2.804207,18
CC(O)(C#C)C(N)=O,-2.353282,15
CNC1=C(N)OC(N)=N1,-2.543087,17
N=C1CN2N=CN=C2O1,-2.144722,13
CC1(O)CCCN2CC12,-3.260075,22
NC(=O)CN=C(N)C#N,-2.37013,15
COC1C2NC1C1NC21,-2.798051,19
C#CC1C2OC1C2=O,-2.031717,12
CC1C2N1C(=O)CC2=O,-2.6163879999999997,16
CC1(C)OC(=N)CC1=O,-2.838421,18
CN1C=CC(C)=C1O,-2.663212,17
C1CC11C2C3CC1C23,-2.830883,18
C1C23NC=NC12C1OC31,-2.399555,15
CCC(C)N1CC1CO,-3.435156,24
CC12CC1C(OC2)C=O,-2.974631,19
CCCOC1CC1C,-3.188503,22
NC1=CC=C(CC#N)N1,-2.6408579999999997,16
CC1CCCC2CC12O,-3.46783,23
CC1C2C3CC3C12O,-2.73287,18
C#CC1CCOC=N1,-2.406621,15
N#CCC1=CNN=C1,-2.185698,13
NC1=CC(N)=C(O1)C#N,-2.346695,14
CCC1CC1C(=O)NC,-3.291768,22
CN=C1NN=C(O)N=C1,-2.317379,15
CC1OC11C2C3C1CN23,-2.786724,18
CC12NC1(C)C(=O)C2O,-2.7751479999999997,18
CC(C)COC1CC1O,-3.3410729999999997,23
NC1=C2CCN2C(O)=C1,-2.674849,17
COC12CC1(C)CC2C,-3.417751,23
N=COC1(CNC1)C#N,-2.478701,16
COCCC1CCOC1,-3.357019,23
CC1C2C(C#C)N2C1=O,-2.6192919999999997,16
OC1C2CC(CC12)C=O,-2.979908,19
C1COC2C3NC3C2N1,-2.828661,19
CC(O)C1NC(=O)C1C,-3.014951,20
O=C1CN2CC3CC12C3,-2.827689,18
CC1(NCC1=NO)C#N,-2.452881,16
CCC1C2CC1C2C=O,-3.214646,21
N=C1OCC2NC12,-1.994618,13
CCC1=CCC(C)C1C,-3.766938,25
CNC1=C(C)C(O)=NN1,-2.719551,18
CC1OC1(C)CC#N,-2.6396189999999997,17
NC(C#N)C1=COC=C1,-2.521296,15
COC1(CCC1O)C#C,-2.916742,19
N#CC12CNC1COC2,-2.682273,17
CC1=C2CCCC2=CO1,-3.09823,19
O=C1CNC(=O)OCO1,-2.278296,14
N=C1NC=NCCC1=O,-2.521853,16
N=COC1CC1N1CC1,-2.81457,19
OC12CC1C1(CN1)C2,-2.569435,17
CC(C)C(=O)CCCO,-3.392135,23
CC(CO)(CC#C)C=O,-2.953463,19
NC1=CC(O)=C(O)N1,-2.185395,14
CC1C(C)(C)C1(C)C=O,-3.4658379999999998,23
CC#CC1(O)CC(O)C1,-2.936785,19
NC(CC([O-])=O)C(N)=[NH2+],-2.629904,18
OC12CCC11CCC1C2,-3.219719,21
OC12CN3C1C1OC1C23,-2.507789,16
C1CN1C1CC11CCO1,-2.990616,20
CC1OC2C3CC3CC12,-3.241617,21
CCC1=CC(NC)=NO1,-2.878723,19
CC1(C)CN=COCO1,-2.992059,20
NC1=NNC=C(O)C1=N,-2.332029,15
OCCCC(C=O)C#C,-2.944226,19
N#CC1C2OC2C11CN1,-2.429372,15
N1N=C2N=CC=NC2=N1,-2.043494,12
OCC1CC(=O)OC1=N,-2.564048,16
CC12CC1OC1CC21,-2.780726,18
CN(C)C1CC1(C)C#N,-3.1629329999999998,21
CC12C3CC=C1C1C3N21,-2.843966,18
CCC1=C(NC=N1)C#N,-2.65257,16
CC1=NCC2(CN12)C#C,-2.7330129999999997,17
CCCC(=O)CN1CC1,-3.252134,22
OC(CC#C)CC#C,-2.550697,16
N#CC1CC11CCO1,-2.410738,15
N=COCC1OC1C#C,-2.5183590000000002,16
C1CC=CC=CC=C1,-2.907048,18
N=C1CC2COC(=O)N12,-2.436098,15
CCC1CCCC1C#C,-3.53187,23
O=C1COCC(=C1)C#C,-2.560674,15
O=C1CC2C3CC3C2O1,-2.791084,17
OC1C2OC2CC1C=O,-2.688937,17
CC12CC=CC1C1CC21,-3.330955,21
C1C2C1C1OCC2CO1,-2.967767,19
CC1C2C3C(C)C1C23C,-3.498887,23
OCC1(O)CC2CN2C1,-2.9694409999999998,20
C#CC(C#N)C1CC1,-2.481375,15
CN=C(N)C(C)=O,-2.231092,15
CN1C2CC=C(C#N)C12,-2.7695689999999997,17
O=CCC(=O)CNC=O,-2.549436,16
O=C1OCC2C=CCC12,-2.8360909999999997,17
COCC1C=CNC1=O,-2.815246,18
OC1C2C1C1(O)C(O)C21,-2.600123,17
CNC1=CN=CC(F)=N1,-2.414922,15
N=C1C2OC3CCN1C23,-2.6580589999999997,17
O=CC12CC1NCC2=O,-2.601611,16
O=CC12C3OC4C(C14)C23,-2.5276899999999998,15
CCCC(C)(O)CC=O,-3.39068,23
OC(CC1(O)CC1)C=O,-2.882218,19
FC(F)(F)C1CC2CC12,-2.483978,16
CC1C2[NH2+]C1C2C([O-])=O,-2.710814,18
CCN(CC#CC)C=O,-3.064654,20
CC1C=CC2OC1C2O,-2.96259,19
CC1OC11CCOCC1,-3.166526,21
OC1C(OC1=O)C1CN1,-2.492649,16
OC1(CNC1=O)C1CC1,-2.790883,18
CN1C(C)=CN=C1CO,-2.927027,19
CC(O)CC1=CC=CN1,-3.116126,20
CC1(C)OCCC2OC12,-3.1666819999999998,21
N=C1C=CNC(=O)C=N1,-2.335763,14
CC1(C)NC(=O)C1C#C,-2.8712400000000002,18
CC(C)NC(C)C#N,-2.942199,20
C#CC1C2CC1(N2)C#N,-2.4885859999999997,15
CC1CCCOC1=N,-2.856054,19
NC1=CC=C(O)C=C1O,-2.655599,16
CC1CC2CCC2(O)C1,-3.471791,23
CC1C2NC2CC1=NO,-2.8451500000000003,19
CC12CC3C(CC1O)N23,-3.05597,20
CCN1C(C)C1(C)C#N,-3.161792,21
OCC1(O)CC1C#N,-2.350253,15
CC12OC3CC1(C#C)C23,-2.769273,17
CC1(CC1)C(O)C#N,-2.636386,17
CC1C2C1C(=O)NC2=N,-2.738899,17
C#CCCC#C,-1.9563100000000002,12
CC1C2C=CC(C#C)C12,-3.107512,19
C1CC11CCC11CC1,-3.054613,20
CCN1CC1CCO,-2.991656,21
OC12C3CC4C(C14)C23,-2.572738,16
NC(=O)C1CC=CC1=O,-2.665323,16
CC1=NC(=O)NC(N)=N1,-2.410192,15
CCC1C2C1C1CCC21,-3.489882,23
NC1=C(C=NO1)N(=O)=O,-1.8510309999999999,12
CC(C#N)C1NC1C=O,-2.689552,17
CN=C1OCC2NC12,-2.427178,16
O=COC1OCC2OC12,-2.400692,15
CCC1CC2OC(=O)C12,-2.986681,19
C1OC23C4C5C2CC13N45,-2.521452,16
CC(C)(OCC=O)C#C,-2.933925,19
C1=C2C3C4C5C1C5C2N34,-2.665659,16
CC1CC2C1COC2C,-3.458999,23
CC1=NN2CC(O)C2=N1,-2.490825,16
CC1NC(=O)NC1CO,-2.858084,19
OCC(C#N)C(F)(F)F,-2.053357,13
CC#CC(C)C#CC=O,-2.8056929999999998,17
CC12C3C1C1(C)C3C21C,-3.248272,21
CC(OC1CC1O)C#N,-2.766865,18
O=COC1(CCC1)C#C,-2.746684,17
N=C1OCC=CC1C#C,-2.6491439999999997,16
CCOC1C(C)C1(C)O,-3.34873,23
C1NC1C1C2OC=NC12,-2.646626,17
N#CC12CC1CC2,-2.26654,14
CC1COCC1(O)CO,-3.095212,21
NC(=O)C1CCC=CC1,-3.13088,20
O=CC#CC#CC#C,-1.9317449999999998,10
CCC12OCC1(O)C2O,-2.836766,19
OCC12OCC1C1OC21,-2.611787,17
CC(O)C1(CO1)C#C,-2.477931,16
CC(C)(C)OC1CC1O,-3.347963,23
CC1(CC(=O)C=C1)C#C,-2.864105,17
OC12COC1=NC1CC21,-2.541498,16
O=C1C2C3CC2OC1C3,-2.784439,17
CC12OCC1N1CCC21,-3.000877,20
CC12CCC1COCC2,-3.45795,23
O=C1COC2CCCC12,-3.009228,19
CC12CC(CO1)C(=N)O2,-2.82701,18
CNC1=C(O)N=CN1C,-2.726606,18
CN1C=NC=C1C=O,-2.289793,14
CCC1CN(C=O)C1C,-3.283851,22
CC(C)C1(CN1)C(N)=O,-3.108198,21
C1CC2C1C1CCC2C1,-3.55371,23
CC(OC(C)=O)C#C,-2.534786,16
COC1=COC(=N1)C#C,-2.3669890000000002,14
CCCCCC(C)C,-3.710574,26
O=C1C=CC(=O)C1C#C,-2.383971,13
O=CC#CC1=NNN=N1,-1.8725779999999999,11
CC12NC3(C#C)C1OC23,-2.535492,16
CCNC(C#N)C1CC1,-3.163405,21
OC1=COC(=N)C=N1,-1.977717,12
