smiles,output
NC1=NOC=CC1=O,-1.9598
O=CC1=CCC2(CN2)C1,-2.872095
N#CC12NCC1C1CC21,-2.723922
C#CC1CC2C3CC3C12,-3.05488
C1CC2(CCC=CC2)O1,-3.260874
O=C1CC2CC12C1CC1,-3.03345
COCC#CC(O)CO,-2.831755
CC1(C)C2OCC12C=O,-2.942678
O=CNC(CC#N)C#C,-2.493678
CC1CC1NC(=O)C#C,-2.848714
CC1(CN1CC#C)C=O,-2.8147
CC1CC(C)OC(=N)C1,-3.306675
C1C2C=CC3C=CC1C23,-3.15877
CC1(C)CC2CC3C1N23,-3.339257
CCC(CNC=O)C#N,-2.938027
CCC1=CC(=N)ON=C1,-2.67198
C1NC11CC2CC3C1N23,-2.9175269999999998
ON=C1C2CC2C2NC12,-2.615211
O=C1ON=C(N=C1)C#C,-1.951086
O=C1CNC1C#C,-1.9401609999999998
CC1(C)CCC11CO1,-2.990728
CC(=O)C1(CCO)CC1,-3.177996
OCC1NC1C1CCC1,-3.229969
COCC12OC3C1NC23,-2.656679
OCC12CC1CC2C=O,-2.950902
CC1=CNC(CCO)=C1,-3.1107839999999998
CC(C)C1=CNN=C1,-2.756587
CCOCC1(CO)CO1,-3.048843
CC#CCC1=NOC=C1,-2.64013
CC1=CC(=NN1)C1CC1,-2.98576
COC1C2C1C(O)C2C,-3.125248
O=C1COCOC1=O,-1.9910489999999998
CC1=C(N)C(=O)C=CN1,-2.752598
C1C2NC11C=CCOC21,-2.796636
CC1(C)CNC(C=O)=N1,-2.921538
CC(O)C(=O)C1OC1C,-2.8854379999999997
NC12CC1N1CC21C#N,-2.513244
OC1=CNC(=N)N=C1O,-2.271461
OC12C3C1C1C3CC21O,-2.70512
CC(=O)N1C=COC1=O,-2.38334
CC12CC1C1CC2(C)C1,-3.52042
CCC#CC(O)C1CC1,-3.212234
CC12OC3(CC3)C1C2O,-2.912877
C1CC2=CCCCOC12,-3.24211
N=C1OC(C=O)C11CN1,-2.3721069999999997
O=C1N=CC=C2CCN12,-2.52847
CC12CN3C4C1C4C23C,-3.0822789999999998
CC1(CC1)C1CC(=O)N1,-3.0846999999999998
NC1=NC(OC=N)=CN1,-2.351801
CC12CCC(O)CC1N2,-3.274558
O=C1CC2(CC2)NC=C1,-2.8925609999999997
FC(F)(F)CC(=O)C#C,-2.002723
CC1C2OC3COC2C13,-2.958807
NCC1(CN=CO1)C#N,-2.525044
CC(C)OC1CC1C,-3.193803
CC1OC2C3CC(O1)C23,-2.947274
O=CC1C2COC(=O)C12,-2.524438
NC=NC1=COC(=O)O1,-2.167444
O=CC1=NCC=CCN1,-2.696528
OCC(CO)C1COC1,-3.055795
CC1NCC2NC12C#N,-2.78512
CC12CC(C#C)C1(C)O2,-3.004208
CC1=CC(=[NH2+])O[CH-]C1=O,-2.60206
CC1OC2CCC1CO2,-3.194817
N#CC1NCC11CO1,-2.208599
CC1=NC=CC(=O)N1,-2.323228
OC1C=CC2(O)CC1C2,-2.977852
OCC(=O)N1C=CN=N1,-2.229152
CC(O)CC(O)CC=O,-3.104454
CNCC(N)(C#C)C#N,-2.7461200000000003
CC1(C)OCCC1=NO,-2.965265
NC1=CNN=N1,-1.476287
CC1C=CC2=NC=NN12,-2.6255379999999997
O=C1OCC2N=COC12,-2.356074
N#CC#CC1CC2NC12,-2.511937
C1NC2=C(NN=N2)C=C1,-2.404705
OC12CCC1=CC1OC21,-2.732923
O=C1CC2NC(=O)NC12,-2.457203
CC(C)C1(C)CN2CC12,-3.5179359999999997
CC1OC2(CC12C)C#C,-2.990929
O=C1NCC=CC11CO1,-2.606547
C1CCOCC1,-2.3418200000000002
C#CC1CCCOC1,-2.79353
O1CC11C2C3N4C3C1C24,-2.563741
CC12CCN1C2C(N)=O,-2.881547
CC(O)C1C2OC2C1O,-2.8521289999999997
CC(C)C1(CCO1)C=O,-3.167395
[NH3+]C1CCC1CC([O-])=O,-2.932344
CCOCC1CC2CN12,-3.20478
OCCC(=O)C#CC#C,-2.521214
NC1=NC(=O)NN=C1,-1.921495
O=C1OCC11CC1,-2.096796
C1C2OC3CN(C3)C12,-2.564378
O=C1CCC2N=COC12,-2.633156
CC(=O)CCC(O)C=O,-2.9200619999999997
NC1=C(OC=N1)C=O,-2.002892
CC1OC2(CC12C)C#N,-2.854784
CCN1C=COC1=NC,-2.895645
CC1=C(O)C(C=O)=CN1,-2.63766
OC1C2CC(=O)C12,-2.076168
O=CNC12C3CC1CC23,-2.846003
N=C1NC(CCO1)C#N,-2.536096
COCC1NC1CO,-2.697573
CN1C=C(C)C(C)=C1N,-3.207705
COC1=NON=C1CO,-2.260258
OC12CC1OCOC2=O,-2.4148870000000002
O=C(C#N)C1(CC1)C#C,-2.449882
CC(C)C(C)(O)C#C,-2.99371
O=CCCCC=O,-2.30645
COC(CO)C(F)(F)F,-2.321787
N=C1NN=NC=NC1=N,-1.9721600000000001
COC1CC1(O)C#N,-2.324308
CCCCC1(CO1)C#N,-3.067945
COC1CC=C(C)C1,-3.020283
CC1CN1CC(O)C=O,-2.961147
OC1C2CC1(CC2)C#C,-3.0255
CCCNC1=CON=N1,-2.667787
O=CC1CC2=CC=NN12,-2.473329
N1C=NC2=NC=CC2=C1,-2.446681
CC1NC(=O)N2CC12,-2.468141
C#CC1C2OCC3C2N13,-2.589757
N#CC1CCC2(CC2)C1,-3.180838
CC1CC(C)(CC#N)C1,-3.378224
CC1CC2=C(N1)N=CO2,-2.705812
CC(C)OC1CCC1=O,-3.16973
CC(CO)C1=NC=CO1,-2.820093
C#CCC1=NC=CN1,-2.341191
CCC(CO)CC(C)O,-3.573474
CC12CN1CC1C(O)C21,-3.032175
CCOC(COC)C=O,-3.063107
CC12OCOCC1C2O,-2.869406
CC1=CC2OC11CCC21,-2.9381649999999997
OCCC12OC3CC1C23,-2.904687
CC1=NC=C(O)OC1=N,-2.433554
OC1C(OC=O)C1C#N,-2.310717
CCC12CC(CO)(C1)O2,-3.118417
OC1C2CC2C2NC12,-2.601128
OC1(CC1)C#CCC#N,-2.639474
OC1=CN=CN=C1O,-2.027983
CC12CC3C1C2C1CN31,-3.115026
NC1=NN2CCC2=C1,-2.327532
CN=C1OC(C)=NC=C1,-2.7200480000000002
NC1=NC(=O)N=C(N)O1,-2.113471
COC12CC1C(=O)CC2,-2.9790929999999998
CC#CC1(C)CC=CC1,-3.335665
CCC(C)CC1OC1C,-3.643214
O=C1CCCCOC1=O,-2.726042
OCC(=O)CCCC#N,-2.816263
O=C1CC2OCC2O1,-2.271339
CCC12OCC1(C)C2O,-3.131796
CCC1C2N1CC21CC1,-3.295856
CC1C2CC=CC(C)C12,-3.547522
COC1=NC=NN=N1,-1.849018
CN=C(N)C1=NOC=C1,-2.5013069999999997
O=CN1C=CCOC1=O,-2.355014
CCC1NC1C(C)O,-3.011719
C1CC2=CC=CN=C2C1,-3.034819
N=C1CC2=C(N1)ON=C2,-2.297291
C1OC23C=CCC2NC13,-2.834386
OCC12CCC=C1CO2,-2.941146
CCC1CC2(CC12)C#N,-3.153323
OC12CC3(CCC13)C=C2,-2.96425
C1OC1C1=CC=NC=C1,-2.70074
C#CC1CCC2OC2C1,-3.027177
NC(=O)C12CC1C(=O)C2,-2.617346
ON=C1CCC(C1)=NO,-2.54378
CC(C)C(=O)C(O)C=O,-2.912027
C1OC2CC=CC=CC12,-3.048591
CC(O)C1=CC2CC2C1,-3.259361
CCC(=O)CC1COC1,-3.166596
CCN=C1COCCO1,-2.980861
CC(C#N)C1CC2CC12,-3.150775
CN=C1OCC1(N)C#N,-2.497808
CC1(CC1)C1CC1C=O,-3.242556
CC#CC1(O)CC2OC12,-2.703357
C1C2CCC11CCOC21,-3.249674
OC1CC1N1CC1C=O,-2.736442
COC1C2CC1C(=O)O2,-2.687654
O=C1CC2OC(C#N)C12,-2.377053
COCC1=NNC(=O)N1,-2.446466
CC1=CN=C(N)N1C=O,-2.568864
OC12CC3C1C3(C2)C=O,-2.738985
O=C1CC=CC2CC2O1,-2.780409
CC1C(O)CC1NC=O,-3.003258
COC1=CN(C)C(=O)O1,-2.534482
CC1OCC2(CN2)CO1,-2.966037
NC(NC=O)=NCC#C,-2.505146
OCC1=CC2(CC2)CC1,-3.25438
CC1CCN1CC#N,-2.718123
CC1=CC(=NO1)C(N)=O,-2.44327
OC1C2NCC1(O)C2=O,-2.490933
CCOC1=CN=NO1,-2.128344
CC12CC1(C)OC(=N)C2,-3.091504
CC1CCOC(O1)C#C,-2.94252
CC(O)C1(C)CCC1O,-3.365993
O=CC1=CNC2CC12,-2.436687
O=C1CC2(CN2)C2OC12,-2.565629
O1N=CN2C=CN=C12,-1.854412
NC=[NH+]C[C-](C#N)C#N,-2.392338
C1OC1C12OC1C1CC21,-2.664489
CC12CC3C=CC(O1)C23,-3.044169
CCC1C2OC2(C)C1O,-3.145687
CC12C3C4CC(N13)C24C,-3.090404
CNC1COC(=N)C1=O,-2.609044
CCN1CC1CC#C,-2.847441
CNC1=C(C)OC(=O)N1,-2.648997
CCC(O)C#CC1CO1,-2.912026
C1CC1C1COC1,-2.531295
CC1CC2(O)CC12,-2.5454280000000002
OCCC(O)(CO)C#C,-2.849609
CC(O)COC1COC1,-3.048978
CNC(C)(CC#C)C#N,-2.9466289999999997
CC12OC=NC1C2O,-2.34166
CC12CC3CN1C23,-2.414056
CCOCC(C)(O)C#C,-3.131992
CC1=CNCCC1=NO,-2.864998
COCC1=NC=C(C)N1,-2.916711
CN1C2CC3(C)CC2C13,-3.31381
CC(=O)OC1CC1C#N,-2.6227
C1C2C3CC4CC2C13C4,-3.298431
CCC1OCC(O1)C#N,-2.8048159999999998
CC1C(O)COC1=O,-2.495303
CC1=CCC2OC12C,-2.818911
N#CC1=NC=NC=C1,-2.006174
CC1CCC(C)C(=O)O1,-3.226186
CC1(C)C(O)C1C#C,-2.775655
N#CC1C2CCCCC12,-3.18471
CCC1=CC(CO)CC1,-3.47446
CC12CC(CC3NC13)O2,-3.050306
N=C(CC1CC1)OC=O,-2.795594
CC1CC2CCC12C=O,-3.245296
C1OC11CC2(CO2)C=C1,-2.740504
NC1C(=O)NC=C1C#N,-2.3587730000000002
N=C1NC2CC2C1=O,-2.2564349999999997
CC1OCCC1CC#C,-3.234095
CC(C)C12CC1C(=O)N2,-3.074316
CC(C)(C)NC(=N)C#N,-3.015224
CC1(C)OC1(C)C1CO1,-3.137488
CN=C1C=COC(N)=N1,-2.535582
CNC1C(OC)C1C#N,-2.855965
C1CC2COC1CC=C2,-3.274355
OC1C2OC11CC(=O)C21,-2.359388
CC1C2OC2(C)C1O,-2.704367
CC(O)C1=NC(C)=NO1,-2.617022
OCC12C(O)C3C1CN23,-2.6930300000000003
N#CC1=C2CCC2CC1,-2.9674959999999997
CC(CC1CO1)C1CC1,-3.419471
O=CC1=CCNC(=O)C1,-2.647768
CCC1COC2CC12,-3.003045
CCOC1=NCC2CN12,-2.874238
CC(O)C1CC2(CO2)C1,-3.141589
OC1CC(C1)OCC#C,-2.908043
ON=C1C2NC2C1C#C,-2.358577
CN=C1NC=NC1CO,-2.719101
COC1=CC=NC=C1O,-2.632829
CN=CNC1=NCCO1,-2.719023
CNC1=CC(=O)OC1=N,-2.466112
CC12C3CCOC1CN23,-3.033324
CC12C3C1C(=O)C2C3O,-2.748399
CC1OC1COC1CC1,-3.115561
CN1C=NC2(CC12)C#N,-2.5915150000000002
CCN1CC2(O)C(O)C12,-2.928413
CC(C)C(=O)CC#N,-2.669714
CCC1C2C(O)C2C1O,-3.142369
COCC#CC1CN1C,-2.982284
CC#CCO,-1.659813
COCC1=NC=NN=N1,-2.269716
CN1CCC(=O)C1(C)C,-3.297338
CCC1CC=C(C1)C=O,-3.289882
CC1C(O)C2(C)CC12O,-3.151958
C1C2CC3CC3C=CC12,-3.326885
CC1=CCOC11CCC1,-3.257426
CC(CO)C1CCOC1,-3.374697
C#CC1N=CNC11CC1,-2.72929
CC1CCC2=NON=C12,-2.65891
CC1COC2CC(O)C12,-3.164455
COC1CC2OC2C1,-2.708959
CC1OCC2NC2C1=O,-2.781739
CC1NC1(C#C)C1CO1,-2.788721
C1OC1C12CCC1CC2,-3.205676
CCCC1C(C)C1(C)C,-3.938077
CC12C3CN1CC2OC3,-3.037693
CC1(C)CC1C1(C)CO1,-3.428045
CC1=C(O)N=NC=C1O,-2.441353
CC1=NC=C(N)C=C1F,-2.612613
O=C(C#C)N1CC=CC1,-2.669093
OCC12OCC3CC1C23,-2.94302
C#CC12CC1CO2,-2.091998
CN1CC(C1)(C#C)C#N,-2.721875
O=CN1N=NC(=O)N=N1,-1.574107
O=C1OCC1NCC#C,-2.5579140000000002
COCC1C2OC1C2O,-2.797593
N=COC1=CC=NN1,-2.068712
CC(C)N=C(C)OC=O,-3.018589
CC(CC=O)C(=O)C#C,-2.761384
OCC1C2CN=COC12,-2.774541
CC1C(O)C2OCC12C,-3.143856
C1CC(O1)C1C2COC12,-2.891496
N=C1OC2CNC2C1=O,-2.397499
C1CN1C1CC11CCC1,-3.284903
OC1CCC2(CN2)C=C1,-3.064943
CCC1C2NC2C1O,-2.791343
OC1CC(=O)NCC=C1,-2.826507
CCOC1=NCC(=O)C1,-2.8231729999999997
CC(=N)NC1=CC=NO1,-2.499731
CCCC1=COC(=O)O1,-2.74048
CN1CCC2=C1C=CO2,-2.877435
NC(=O)C12CNC1CN2,-2.689459
CCCCC(CO)=NO,-3.148076
N=C1C=NON=N1,-1.3321209999999999
C1C=CC2CC=CC1C2,-3.38188
OC12CC1CCC=CC2,-3.256127
CC1(CO)COC1C#C,-2.916601
OC1=CC(F)=CC=C1F,-2.282183
CCCOC=NCCO,-3.173975
CCC(=O)C(=O)C(C)O,-2.920703
CC12COC(CO1)CO2,-2.897094
O=C1CC2CC2C(=O)C1,-2.813204
O=COC1COCC1=O,-2.429572
CCC1=CC(CC1)C=O,-3.28593
CC1(N)C2CN2C1C#N,-2.7587070000000002
CC12CC3CC1C1C3N21,-3.147852
CC(C#C)C(C=O)C=O,-2.75715
CC1C2OC2CC1=O,-2.548581
O=C1NCC2CC1C=C2,-2.929081
CN1C2C3CC(=O)C1C23,-2.848503
N#CCOC1CCC=C1,-2.883448
OC1CC(=O)C2CC12O,-2.7097189999999998
CC1CN1CCCC#C,-3.289357
CC1COCCC1(C)C,-3.675255
CC12NC3C1C(O)C23O,-2.7086449999999997
CC1C2CC(C2)C1=NO,-3.03091
OC1CC(C2CO2)C1O,-2.85452
CN1C=C(N)C(O)=C1,-2.466514
C1C23OCOC12C1NC31,-2.470815
CC1(OC2CC1C2)C#C,-3.009593
CC12OC1CNC2C#N,-2.688705
CC1C2CC=CCOC12,-3.237843
O=CN1CC1(C#C)C#N,-2.249527
CC(O)CC1C(C)C1C,-3.646284
C1OC2CC=CCOC12,-2.9503880000000002
CC12C=CN3C1C2C3=O,-2.6555619999999998
CCC12CCC1OCO2,-3.16817
O=CC12COC3CC1C23,-2.755017
CN1CC(=O)C1,-1.9293
CC1CN1CC#CCO,-2.9959949999999997
CC12OC1CC=C2CO,-2.9669179999999997
CC#CCCC(=O)C=O,-2.766009
N=COCC(=O)C1CC1,-2.779795
C1NC1C1=NON=C1,-1.9909620000000001
CC(NC(C)=O)C1CC1,-3.293654
CCC(O)C1C2CCC12,-3.426805
OC1CCC2CCC2C1,-3.468522
CC12CCCC1OCO2,-3.198371
CC1(C)C2CC3C2OC13,-3.223665
O=C1CC(=O)C2CC2O1,-2.527989
CCC1(CCC=O)CC1,-3.456212
CC(=O)OCC(=O)CO,-2.649282
O=C1CC=CC11CCC1,-3.078699
CC1C(CO)C1OC=O,-2.885257
OCCC1(O)COC1=N,-2.697184
CN1C2C=CC1C2(C)O,-3.00766
CC1OCC2OCC1O2,-2.894129
O=C1C2CC1C1(CC1)O2,-2.740431
CNC1=C(O)N(C)C=N1,-2.723953
CCC(C)(CC=O)OC,-3.373884
O=CCC1=NNN=C1,-2.075794
CCC12C3CC3N1C2C,-3.266196
CNC1=NNC(C)=C1O,-2.714165
OC12CC3CC(C1)C3C2,-3.282986
O=C(C#C)N1C=CC=C1,-2.490778
CC(C)(O)C1(CO)CC1,-3.363295
CN=C(N)C1=CN=NO1,-2.291784
CC(O)CC1=CC=CO1,-3.002744
O=CC12OC3CC1CC23,-2.745674
O=CC1=CNCC1C#N,-2.524159
OC1CC23CN4C2CC134,-2.701206
O=C1C2C3C4CC2C1C34,-2.872503
CC(=O)OCC(N)=O,-2.330155
CC(O)C1=CON=N1,-2.139922
N=C1NC(C#C)C11CO1,-2.413119
N=C1OC2C3NC2C3O1,-2.352451
CC1C2CC3(C)N1C23C,-3.312903
O=C1CCCC(=O)C=C1,-2.8169329999999997
NC1=COC(=O)C=C1F,-2.214452
CCN(CC=O)C(C)=O,-3.020256
C#CC1N2CC1(C2)C#C,-2.615136
C#CC1CCC2CC12,-2.873452
CCC1CC2OCC1O2,-3.186306
OC1=CC=NC=NC1=O,-2.237128
CC1(O)C2CC1COC2,-3.168935
CCN=C1OC2CC12C,-3.039463
CC#CC(=O)CC1CC1,-3.028779
CNC(=O)C1CCOC1,-3.018826
CC12CC(C1)OC2,-2.559737
O=C1C2(CN2)CC11CO1,-2.5347049999999998
N#CCC1C2CC1O2,-2.376759
CC1=NNC(=N)C(=O)N1,-2.350731
OCC1CN(C=O)C1=N,-2.618125
ON=C1CC2(O)C(O)C12,-2.427187
N#CC1C2OC1C2C#N,-2.247447
CC(=O)COC(=O)C=O,-2.444073
CC(C)C#CC(C)C=O,-3.245065
CCC1(CCC1)OC=O,-3.187722
CN1CC(O)C1=O,-2.117328
CCOCC1OCC1C,-3.338407
CC12C3CC1N1C3CC21,-3.108797
CC1=NON=C1CC#N,-2.287374
COC1OC(=O)N2CC12,-2.510069
CC1=CC=CC(C)=C1N,-3.233298
CC1CC2C3C4C3C1C24,-3.313585
OC12C3C4C1C2(C#C)N34,-2.315157
FC1=CC(F)=CC(=N)O1,-2.061975
O=C1OC2(COC2)C=C1,-2.509225
CC1=NCC(CO)CO1,-3.006227
O=C1CCC2=C1CCN2,-2.920186
CN1CC1C1OC1(C)C,-3.22008
COC1CC(C1)OC,-2.889377
C1OCC23CN=CN2C13,-2.673838
N#CC12CC1CCO2,-2.4334189999999998
O=CNC1CC1NC=O,-2.632686
CC1CC2CC2(C)C1C,-3.7509069999999998
C#CC1C=CCC2CN12,-2.901664
CCC1COC1CC#N,-3.071687
O=CC1OC(C=C1)C#N,-2.402656
O1N=CC2=C1N=CC=N2,-2.125564
O=C(C#N)C1C2CC1C2,-2.64377
C1OC2CC1C=CC2,-2.838285
CN=C1OC2CC(O)C12,-2.762078
O=C1CC2CCC(O2)O1,-2.7479620000000002
COCC#CCC#CC,-2.977167
OC1CC=C2CCC12,-2.799338
CC12OC1CC(O)C=C2,-2.9703
O=C(CC#N)N1CC1,-2.255452
CC1CCC2(CO)NC12,-3.268753
OC12CC1(OCC2)C=O,-2.68647
CN1C=NCC1=N,-2.126473
O=CNC1CCC=CC1,-3.117834
O=CC1=C(COC1)C#C,-2.553616
CC1(C)OC(=O)OC1=N,-2.579745
O=C1C2OC1(C=C2)C#C,-2.310693
CC1CC=CC(C)C1C,-3.77015
O=C1C(NC1C#C)C#C,-2.388739
CC1CC1C1CN1C,-3.0613609999999998
N=C1OC2CN(C=O)C12,-2.394069
COCC1=CCC(O)C1,-3.170163
OC12CC1C1(O)CC21,-2.45243
OCC1=CCOC1=O,-2.291812
C(N=C1CCO1)C1CO1,-2.746317
CN(C=O)C(=O)C1CO1,-2.5155089999999998
C#CCCC1CO1,-2.318013
COC1CC(O)C1(C)O,-3.07035
CC1COC2C(O)C2O1,-2.850742
O=C1OCCCN=CO1,-2.532167
CC12OC3=NCC1C23,-2.302208
O=CC12CC1C(=O)C=C2,-2.602913
OC1CC1C1=CN=NO1,-2.361955
CC1OC11C2CC1N2C,-2.96561
CC1OC11C2OC1C=C2,-2.705453
COC(CO)C(O)C#N,-2.698335
CCCN=COCC=O,-2.9770019999999997
CC1COC(C)(C)C1=O,-3.208891
CC1(CC=CCN1)C#N,-2.999316
OC1(CCCOC1)C=O,-2.908461
CCC1CC2C(OC)C12,-3.410916
CC1=CC(O)=NC(=O)O1,-2.38477
CC(=O)C12CC1(C)OC2,-2.957261
N=C1CC(=O)CN1C=O,-2.459292
N#CC1COC2(CC2)C1,-2.879176
CC12CC1(C=O)C(O)C2,-2.962353
OCC1OCC1C1CC1,-3.131284
C1CC23C=CC4N2CC134,-2.816681
CCCC1CC1CC,-3.490367
OCCC(O)CO,-2.400999
CC(CC#CC=O)C#N,-2.669374
OC1CC2C3OC3CC12,-2.9605259999999998
CC(=O)CC1C2CC1C2,-3.226884
COC1=NOC=C1C=O,-2.291956
CC1=C(O)C=CC(=O)O1,-2.544826
CN1C=NC(C#N)=C1C,-2.64982
OCC(=O)C1COC1,-2.4315569999999997
CNC1(C=O)C2COC12,-2.732819
CC1N=C2OCC2C1C,-3.055047
COC1=COC(C=O)=C1,-2.5026260000000002
CCC1CC(O)C11CN1,-3.237373
CCC1(O)C(C)NC1=O,-3.017048
CC1=NC=C(O)N=C1C,-2.757495
C1CC11CC2(CC2)C=C1,-3.326292
CC1C(C)C11OCC1O,-3.134348
O=C1NC2COC3C2C13,-2.617191
CC12N=COC3C1OC23,-2.54029
OCC1CC11OCC1=O,-2.659343
C#CC1CCC=C1,-2.440425
CC1CC2(O)C(C=O)C12,-2.949029
CN1C2(C)C3NC3C12C,-3.068173
CC1NCC(=O)NC1=O,-2.67573
CC1=CC2C3OC1C23O,-2.731048
CCC(=O)C1=NOC=N1,-2.41681
C1CC23COC(CC12)O3,-2.96769
N=C1CC2OC3C(O1)C23,-2.556996
CC1OC=NC2CC2O1,-2.772411
CC1(O)C2CC3CN2C13,-3.031989
COC=NC(C)(C)C#N,-2.892623
CC1(CC1OC=N)C=O,-2.778895
CC1N2C=NCC12C=O,-2.684614
CC1(CO1)C12CCC1N2,-3.013356
CC1(OC2CC1C2)C=O,-2.966751
C1OC11CC2C3CC1N23,-2.821869
CC12C3C1C1(CO)C2N31,-2.756405
CC1C2CC3C2OC13,-2.778062
CN1N=C(N)C(=N1)C#N,-2.241771
CCC12CCC(O)C1O2,-3.178697
C1N2C3CC4CCC13C24,-3.100902
CC1=CC(O)=NC=C1N,-2.762241
CN1C=C(C=N1)C(N)=O,-2.560627
CC1NC11CN(C)C1,-2.873349
CCCN=COC(N)=O,-2.843783
CC1C2CC3(CO)C2N13,-3.011272
CC1(C)OC2CC12C#C,-2.9954359999999998
COC1CC(O)C1=NO,-2.626255
COC1(CCC1N)C#N,-2.875839
NC1=NC(C=O)=CC=N1,-2.372509
CC1CC2CC(O2)C1O,-3.173879
OCCCCC1(O)CC1,-3.354524
CC1CCOCCO1,-2.922046
CC1N=COCCC1O,-2.990769
CC(=O)NC(=O)CC#C,-2.6068949999999997
CC1(CC1)N(C=O)C=O,-2.808784
CN(C)C(=O)C(C)=NO,-2.782706
CC(CO)N1N=NN=N1,-2.285764
CC1CCC11CN=CO1,-3.082764
OCC12OC(C=C1)C2=O,-2.46084
CC#CC(N)=O,-1.756905
N#CC1CCC2CC1O2,-2.887258
CC12CC1(O)C=CCC2,-3.266366
CC1CC(C=O)N1C=O,-2.804917
OC1COC11CCC=C1,-2.9667149999999998
CC1C(=O)COC1(C)C,-3.208639
CC1(O)CCC1C#C,-2.783221
CCC1=CC(OC)OC1,-3.170748
O=CC1CCCC(=O)N1,-2.846649
CCN1C=CN=C1OC,-2.916077
CCC1C2(C)CC1(C)C2,-3.710904
CC1=NC(=N)OC(N)=C1,-2.5443
CC(C)C1CC2CC2C1,-3.747816
CCC1C2N1CC2(C)C,-3.51552
CCC(C)C(O)C(C)=O,-3.401212
O=CC12CC(C1)C2=O,-2.3064080000000002
O=C1CC2(CCC=C2)O1,-2.818577
C#CCN1C2C3NC3C12,-2.615037
CC1(CO)CCC1C#N,-3.085762
NCC1N=CNC1C#N,-2.623189
C1CC1C12CN1C1CC21,-3.055892
NC1(C#N)C2OC1C=C2,-2.455687
COC1=CC=C(N)N1,-2.46184
CC1(CO)NC1(C)C#C,-3.0204
CCOCC1CC1C=O,-3.15377
CC1OC(C)=NC1CO,-3.01664
O=CCN1CC1C1CO1,-2.727465
O=C1C2CN2C11COC1,-2.529989
CNC1=CC=C(C)N1,-2.757416
CC(=O)C1CCC1C#N,-2.900698
CC1(CO)C=CC2NC12,-3.056606
CC(O)C(=N)OCC#C,-2.756516
OC1C2CC(O)C=CC12,-2.967697
ON=C1CC23CN(C2)C13,-2.492574
C1OCC2=C1COC2,-2.520104
CC12CC1CC(C2)C#C,-3.320757
CC1CC2(O)CNC2=N1,-2.869833
COCC1CC2(CC2)O1,-3.116247
CN1C=CC(C)(C)C1=O,-3.123345
N=C1OC=CN=C1C=O,-2.218011
N#CC12CN=C3OC1C23,-2.166357
OC(C#C)C(=O)C1CC1,-2.7408669999999997
CC#CC12CC1C(C)C2,-3.29293
CC1OC2C1C=CC2C,-3.260333
CC1OC(=O)C(C)=C1C,-3.042241
OCCC1(CO1)C#N,-2.334182
CCOC1=CN(C)N=C1,-2.88734
OC12CC1CC2CC=O,-2.94993
CN1C2C3C4OC2C1C34,-2.836805
CCN1N=C(C)C(O)=N1,-2.719258
N=C1CC2=C(N1)N=CO2,-2.328918
COCC(N)C#CC#N,-2.649769
CCCOCC(=O)CC,-3.373976
CCC1=NC=NC(C)=C1,-3.037098
CCCC1CC1OC,-3.184404
CC(O)C1C(C)C1O,-2.91684
CC(C)(N)C(=O)NC=O,-2.851723
C1C2CCCCC12,-2.863794
CC1CC=C(C)N1C=O,-3.116122
OC1C(=O)CC1(O)C#C,-2.458675
OCC12CCC1OCO2,-2.877132
CC12CC1NC(CO)=N2,-2.890587
NC1=C(CC#N)ON=C1,-2.307757
C1OCC23NC2C=CC13,-2.858695
CC(=O)C1CC1(C)C,-3.032552
NC1=C2CC=CC2=NO1,-2.488823
C1C2CC3OC4C(C12)C34,-3.013018
OC1C2C3C4CN2C1C34,-2.853481
O=CNCCCOC=O,-2.7419219999999997
CC1OCC2=C1C=CO2,-2.787429
CC1CC23CC12OC=N3,-2.834497
CN1C2COCC1C2O,-2.947323
COC12CCC1C2O,-2.68174
CN1C2CC1(CC#N)C2,-2.919205
CCC(CC)OCC#C,-3.412061
CCOC1(CO)CC1O,-3.053417
CN1CC2=CCC(=O)C12,-2.8447329999999997
N=C1OCC2CC1O2,-2.338324
O=CCN1CC1C#C,-2.366151
OC1C2CC1(OC2)C=O,-2.673416
COC(=O)N1C2CCC12,-2.769759
COC1(CO)CCCC1,-3.374671
CC1CC1(C)CC=O,-3.016336
OC12CC=C3CC1C23O,-2.672988
CN1C2C3CC4C1C2N34,-2.870141
C#CC1=C(NC=C1)C#N,-2.399632
CC1OCC11C2CN1C2,-2.977209
[NH3+]C1C2OCC12C([O-])=O,-2.426595
CC1COC2(COC2)C1,-3.158038
CC1C(C=O)C1C=O,-2.5333040000000002
CN1C2CC(=O)C=CC12,-2.871362
CCN=C(C)NC(C)=O,-3.125875
CCOC1(C)C(C)C1O,-3.346218
C#CC1=NC=C(N1)C#N,-2.2115
N#CC1(C#N)C2CC1N2,-2.346785
OCC1=CCC(C1)C#C,-3.037599
N#CCC1NC1CC#N,-2.597718
N#CC12OC1C1CCC21,-2.624663
OC1=CC2=C(N1)N=NN2,-2.123875
OC1CCC2(CC2)C1O,-3.176202
CC1NC(=O)C2CC12C,-3.117867
CC1C2C1C1CC2CO1,-3.251068
CN1C(=N)CCOC1=O,-2.65947
CC1CNC2=C1N=CO2,-2.703825
N#CC1C2CCC1N2C,-2.969855
NC(=O)C12CC(C1)CC2,-3.109126
C1CC11CC2CC(C2)C1,-3.5327830000000002
